B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,P,1110.0,2,超值头等舱,2019-01-04 09:15:17 821
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,I,1140.0,1,折扣公务舱,2019-01-04 09:15:17 822
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,E,1020.0,10,折扣经济舱,2019-01-04 09:15:17 822
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,N,640.0,10,折扣经济舱,2019-01-04 09:15:17 822
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,S,500.0,10,折扣经济舱,2019-01-04 09:15:17 822
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,T,250.0,10,折扣经济舱,2019-01-04 09:15:17 822
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,F,2150.0,5,标准头等舱,2019-01-04 09:15:17 822
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,J,1570.0,3,标准公务舱,2019-01-04 09:15:17 823
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9613,Y,1430.0,10,标准经济舱,2019-01-04 09:15:17 823
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,P,1110.0,2,超值头等舱,2019-01-04 09:15:17 823
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,I,1140.0,1,折扣公务舱,2019-01-04 09:15:17 823
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,E,1020.0,10,折扣经济舱,2019-01-04 09:15:17 824
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,N,640.0,4,折扣经济舱,2019-01-04 09:15:17 824
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,V,430.0,10,折扣经济舱,2019-01-04 09:15:17 824
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,T,220.0,10,折扣经济舱,2019-01-04 09:15:17 824
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,Z,270.0,1,超值经济舱,2019-01-04 09:15:17 824
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,F,2150.0,4,标准头等舱,2019-01-04 09:15:17 824
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,J,1570.0,4,标准公务舱,2019-01-04 09:15:17 824
B2C_MU_01,MU,XIY,YNT,2019-01-20,MU9968,Y,1430.0,10,标准经济舱,2019-01-04 09:15:17 825
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,P,1110.0,2,超值头等舱,2019-01-04 09:15:19 289
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,I,1140.0,1,折扣公务舱,2019-01-04 09:15:19 289
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,E,1020.0,10,折扣经济舱,2019-01-04 09:15:19 290
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,N,640.0,10,折扣经济舱,2019-01-04 09:15:19 290
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,V,430.0,10,折扣经济舱,2019-01-04 09:15:19 290
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,T,250.0,10,折扣经济舱,2019-01-04 09:15:19 290
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,Z,270.0,10,超值经济舱,2019-01-04 09:15:19 290
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,F,2150.0,5,标准头等舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,J,1570.0,3,标准公务舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9613,Y,1430.0,10,标准经济舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,P,1110.0,2,超值头等舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,I,1140.0,1,折扣公务舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,E,1020.0,10,折扣经济舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,N,640.0,10,折扣经济舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,V,430.0,10,折扣经济舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,T,220.0,10,折扣经济舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,Z,270.0,10,超值经济舱,2019-01-04 09:15:19 291
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,F,2150.0,4,标准头等舱,2019-01-04 09:15:19 292
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,J,1570.0,4,标准公务舱,2019-01-04 09:15:19 292
B2C_MU_01,MU,XIY,YNT,2019-01-23,MU9968,Y,1430.0,10,标准经济舱,2019-01-04 09:15:19 292
B2C_MU_01,MU,XIY,YNT,2019-01-26,MU9613,P,1110.0,2,超值头等舱,2019-01-04 09:15:21 294
