B2C_MU_03,MU,WNZ,PEK,2019-01-29,MU5293,E,1390.0,10,折扣经济舱,2019-01-03 16:12:48 427
B2C_MU_03,MU,WNZ,PEK,2019-01-29,MU5293,N,1050.0,10,折扣经济舱,2019-01-03 16:12:48 427
B2C_MU_03,MU,WNZ,PEK,2019-01-29,MU5293,V,720.0,10,折扣经济舱,2019-01-03 16:12:48 427
B2C_MU_03,MU,WNZ,PEK,2019-01-29,MU5293,F,4920.0,10,标准头等舱,2019-01-03 16:12:48 427
B2C_MU_03,MU,WNZ,PEK,2019-01-29,MU5293,J,3770.0,2,标准公务舱,2019-01-03 16:12:48 427
B2C_MU_03,MU,WNZ,PEK,2019-01-29,MU5293,Y,1640.0,10,标准经济舱,2019-01-03 16:12:48 427
B2C_MU_03,MU,ZUH,CTU,2019-01-29,MU5596,F,5580.0,6,标准头等舱,2019-01-03 16:12:48 461
B2C_MU_03,MU,ZUH,CTU,2019-01-29,MU5596,J,4650.0,1,标准公务舱,2019-01-03 16:12:48 461
B2C_MU_03,MU,ZUH,CTU,2019-01-29,MU5596,Y,1550.0,10,标准经济舱,2019-01-03 16:12:48 534
B2C_MU_03,MU,TAO,SHE,2019-01-29,MU5481,F,2000.0,4,标准头等舱,2019-01-03 16:12:48 930
B2C_MU_03,MU,TAO,SHE,2019-01-29,MU5481,J,1600.0,2,标准公务舱,2019-01-03 16:12:48 930
B2C_MU_03,MU,TAO,SHE,2019-01-29,MU5481,Y,800.0,10,标准经济舱,2019-01-03 16:12:48 930
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,P,1800.0,4,超值头等舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,I,1260.0,4,折扣公务舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,E,1060.0,10,折扣经济舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,N,810.0,10,折扣经济舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,V,550.0,10,折扣经济舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,T,440.0,10,折扣经济舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,Z,370.0,10,超值经济舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,F,5040.0,4,标准头等舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,J,4910.0,4,标准公务舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5578,Y,1260.0,10,标准经济舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,P,1960.0,4,超值头等舱,2019-01-03 16:12:48 974
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,D,3130.0,4,折扣公务舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,E,1060.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,N,810.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,V,550.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,T,400.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,Z,240.0,10,超值经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,F,5040.0,4,标准头等舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,J,4910.0,4,标准公务舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,PVG,2019-01-29,MU5573,Y,1260.0,10,标准经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,P,1800.0,4,超值头等舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,I,1260.0,8,折扣公务舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,E,1060.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,N,810.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,V,550.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,T,440.0,10,折扣经济舱,2019-01-03 16:12:48 975
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,Z,370.0,10,超值经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,F,5040.0,4,标准头等舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,J,4910.0,8,标准公务舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5516,Y,1260.0,10,标准经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,P,1800.0,4,超值头等舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,Q,1320.0,4,折扣公务舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,E,1060.0,10,折扣经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,N,810.0,10,折扣经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,V,550.0,10,折扣经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,T,440.0,10,折扣经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,F,5040.0,4,标准头等舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,J,4910.0,4,标准公务舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5514,Y,1260.0,10,标准经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,P,1800.0,4,超值头等舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,Q,1320.0,4,折扣公务舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,W,1260.0,10,超级经济舱,2019-01-03 16:12:48 976
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,E,1060.0,10,折扣经济舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,N,810.0,10,折扣经济舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,V,550.0,10,折扣经济舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,F,5040.0,4,标准头等舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,J,4910.0,4,标准公务舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU9218,Y,1260.0,10,标准经济舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5518,P,1800.0,7,超值头等舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5518,Q,1320.0,5,折扣公务舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5518,E,1060.0,10,折扣经济舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5518,N,810.0,10,折扣经济舱,2019-01-03 16:12:48 977
B2C_MU_03,MU,TAO,SHA,2019-01-29,MU5518,V,550.0,10,折扣经济舱,2019-01-03 16:12:48 977
